[x[mm], Area[m], Velocity[m/s]],[Pressure[Pa], Temperature[K]]
5.69 7.38615e-05 32.5759 269908 403.15
5.7 7.37201e-05 32.6386 269905 403.15
5.71 7.35763e-05 32.7025 269902 403.15
5.72 7.34302e-05 32.7678 269899 403.15
5.73 7.32817e-05 32.8343 269895 403.15
5.74 7.31308e-05 32.9023 269892 403.15
5.75 7.29775e-05 32.9716 269889 403.15
5.76 7.28217e-05 33.0423 269885 403.15
5.77 7.26635e-05 33.1144 269882 403.15
5.78 7.25028e-05 33.1879 269878 403.15
5.79 7.23396e-05 33.263 269874 403.15
5.8 7.2174e-05 33.3395 269871 403.15
5.81 7.20057e-05 33.4176 269867 403.15
5.82 7.18349e-05 33.4972 269863 403.15
5.83 7.16616e-05 33.5785 269859 403.15
5.84 7.14856e-05 33.6613 269854 403.15
5.85 7.1307e-05 33.7458 269850 403.15
5.86 7.11258e-05 33.832 269846 403.15
5.87 7.09418e-05 33.9199 269841 403.15
5.88 7.07552e-05 34.0096 269837 403.15
5.89 7.05658e-05 34.1011 269832 403.15
5.9 7.03737e-05 34.1944 269827 403.15
5.91 7.01788e-05 34.2896 269823 403.15
5.92 6.9981e-05 34.3867 269818 403.15
5.93 6.97804e-05 34.4858 269813 403.15
5.94 6.95769e-05 34.5868 269807 403.15
5.95 6.93704e-05 34.69 269802 403.15
5.96 6.9161e-05 34.7952 269797 403.15
5.97 6.89486e-05 34.9026 269791 403.15
5.98 6.87332e-05 35.0123 269785 403.15
5.99 6.85147e-05 35.1242 269779 403.15
6 6.8293e-05 35.2384 269773 403.15
6.01 6.80682e-05 35.355 269767 403.15
6.02 6.78402e-05 35.474 269761 403.15
6.03 6.7609e-05 35.5956 269755 403.15
6.04 6.73744e-05 35.7198 269748 403.15
6.05 6.71365e-05 35.8466 269741 403.15
6.06 6.68952e-05 35.9762 269734 403.15
6.07 6.66504e-05 36.1085 269727 403.15
6.08 6.64021e-05 36.2438 269720 403.15
6.09 6.61502e-05 36.3821 269712 403.15
6.1 6.58946e-05 36.5234 269705 403.15
6.11 6.56354e-05 36.6679 269697 403.15
6.12 6.53724e-05 36.8157 269689 403.15
6.13 6.51055e-05 36.9669 269680 403.15
6.14 6.48347e-05 37.1215 269672 403.15
6.15 6.45599e-05 37.2798 269663 403.15
6.16 6.4281e-05 37.4418 269654 403.15
6.17 6.39979e-05 37.6076 269645 403.15
6.18 6.37106e-05 37.7775 269635 403.15
6.19 6.34189e-05 37.9515 269625 403.15
6.2 6.31227e-05 38.1298 269615 403.15
6.21 6.2822e-05 38.3126 269605 403.15
6.22 6.25165e-05 38.5001 269594 403.15
6.23 6.22063e-05 38.6923 269583 403.15
6.24 6.18911e-05 38.8896 269572 403.15
6.25 6.15709e-05 39.0921 269560 403.15
6.26 6.12454e-05 39.3001 269548 403.15
6.27 6.09146e-05 39.5138 269535 403.15
6.28 6.05782e-05 39.7335 269522 403.15
6.29 6.02362e-05 39.9593 269509 403.15
6.3 5.98882e-05 40.1917 269495 403.15
6.31 5.95341e-05 40.431 269481 403.15
6.32 5.91738e-05 40.6774 269466 403.15
6.33 5.88069e-05 40.9314 269450 403.15
6.34 5.84332e-05 41.1933 269434 403.15
6.35 5.80525e-05 41.4637 269418 403.15
6.36 5.76644e-05 41.7429 269401 403.15
6.37 5.72687e-05 42.0315 269383 403.15
6.38 5.68649e-05 42.33 269364 403.15
6.39 5.64528e-05 42.6392 269344 403.15
6.4 5.60319e-05 42.9595 269324 403.15
6.41 5.56018e-05 43.2919 269303 403.15
6.42 5.51619e-05 43.6371 269280 403.15
6.43 5.47118e-05 43.9961 269257 403.15
6.44 5.42507e-05 44.37 269232 403.15
6.45 5.37781e-05 44.7598 269207 403.15
6.46 5.3293e-05 45.1669 269180 403.15
6.47 5.27947e-05 45.5929 269151 403.15
6.48 5.22822e-05 46.0395 269120 403.15
6.49 5.17542e-05 46.5086 269088 403.15
6.5 5.12095e-05 47.0026 269054 403.15
6.51 5.06465e-05 47.5243 269018 403.15
6.52 5.00634e-05 48.0767 268978 403.15
6.53 4.94579e-05 48.6639 268936 403.15
6.54 4.88275e-05 49.2905 268891 403.15
6.55 4.81688e-05 49.9624 268842 403.15
6.56 4.74777e-05 50.6869 268788 403.15
6.57 4.67489e-05 51.4734 268728 403.15
6.58 4.59755e-05 52.3347 268662 403.15
6.59 4.51478e-05 53.2879 268588 403.15
6.6 4.4252e-05 54.358 268503 403.15
6.61 4.32671e-05 55.5833 268404 403.15
6.62 4.21574e-05 57.0277 268285 403.15
6.63 4.08537e-05 58.8158 268134 403.15
6.64 3.91778e-05 61.2645 267920 403.15
6.65 3.52565e-05 67.4953 267354 403.15
6.66 3.13812e-05 75.0602 266598 403.15
6.67 2.98492e-05 78.8139 266182 403.15
6.68 2.87046e-05 81.9178 265821 403.15
6.69 2.7761e-05 84.6893 265487 403.15
6.7 2.69462e-05 87.2527 265168 403.15
6.71 2.62231e-05 89.672 264859 403.15
6.72 2.55697e-05 91.9851 264554 403.15
6.73 2.49715e-05 94.2169 264254 403.15
6.74 2.44186e-05 96.3845 263955 403.15
6.75 2.39035e-05 98.5006 263657 403.15
6.76 2.34209e-05 100.574 263359 403.15
6.77 2.29664e-05 102.613 263060 403.15
6.78 2.25366e-05 104.623 262760 403.144
6.79 2.21287e-05 106.609 262458 402.939
6.8 2.17404e-05 108.574 262154 402.926
6.81 2.13699e-05 110.522 261847 402.722
6.82 2.10154e-05 112.455 261537 402.696
6.83 2.06757e-05 114.376 261224 402.594
6.84 2.03494e-05 116.286 260908 402.389
6.85 2.00356e-05 118.188 260588 402.364
6.86 1.97334e-05 120.083 260264 402.159
6.87 1.94419e-05 121.973 259937 402.133
6.88 1.91604e-05 123.858 259605 401.929
6.89 1.88882e-05 125.739 259269 401.878
6.9 1.86249e-05 127.618 258929 401.749
6.91 1.83699e-05 129.496 258585 401.68
6.92 1.81226e-05 131.372 258236 401.638
6.93 1.78827e-05 133.249 257882 401.591
6.94 1.76498e-05 135.125 257524 401.545
6.95 1.74235e-05 137.003 257161 401.498
6.96 1.72036e-05 138.883 256793 401.45
6.97 1.69896e-05 140.764 256420 401.402
6.98 1.67813e-05 142.648 256042 401.353
6.99 1.65785e-05 144.535 255659 401.303
7 1.63809e-05 146.426 255271 401.253
7.01 1.61883e-05 148.32 254877 401.208
7.02 1.60005e-05 150.218 254479 401.153
7.03 1.58173e-05 152.12 254074 401.101
7.04 1.56385e-05 154.028 253664 401.047
7.05 1.54639e-05 155.94 253249 400.993
7.06 1.52934e-05 157.857 252828 400.937
7.07 1.51269e-05 159.78 252401 400.882
7.08 1.49641e-05 161.708 251969 400.825
7.09 1.4805e-05 163.642 251530 400.767
7.1 1.46494e-05 165.583 251086 400.708
7.11 1.44973e-05 167.53 250635 400.649
7.12 1.43484e-05 169.483 250179 400.588
7.13 1.42028e-05 171.443 249717 400.527
7.14 1.40602e-05 173.41 249248 400.465
7.15 1.39206e-05 175.384 248773 400.402
7.16 1.37839e-05 177.365 248292 400.341
7.17 1.36501e-05 179.353 247804 400.274
7.18 1.3519e-05 181.349 247310 400.209
7.19 1.33905e-05 183.352 246810 400.142
7.2 1.32647e-05 185.363 246303 400.074
7.21 1.31413e-05 187.383 245789 400.005
7.22 1.30204e-05 189.41 245269 399.935
7.23 1.29018e-05 191.445 244742 399.866
7.24 1.27856e-05 193.488 244209 399.793
7.25 1.26716e-05 195.54 243668 399.721
7.26 1.25599e-05 197.601 243121 399.647
7.27 1.24502e-05 199.67 242567 399.572
7.28 1.23427e-05 201.747 242006 399.496
7.29 1.22372e-05 203.834 241438 399.432
7.3 1.21336e-05 205.929 240862 399.347
7.31 1.2032e-05 208.033 240280 399.27
7.32 1.19324e-05 210.147 239691 399.188
7.33 1.18345e-05 212.269 239094 399.107
7.34 1.17385e-05 214.401 238490 399.024
7.35 1.16442e-05 216.543 237879 398.94
7.36 1.15517e-05 218.694 237260 398.854
7.37 1.14608e-05 220.854 236635 398.768
7.38 1.13717e-05 223.024 236001 398.68
7.39 1.12841e-05 225.204 235360 398.591
7.4 1.11981e-05 227.394 234712 398.501
7.41 1.11137e-05 229.593 234056 398.409
7.42 1.10308e-05 231.803 233392 398.316
7.43 1.09494e-05 234.023 232721 398.222
7.44 1.08694e-05 236.253 232042 398.127
7.45 1.07909e-05 238.494 231355 398.03
7.46 1.07138e-05 240.745 230660 397.932
7.47 1.06381e-05 243.006 229958 397.833
7.48 1.05637e-05 245.278 229247 397.732
7.49 1.04907e-05 247.561 228529 397.63
7.5 1.04189e-05 249.855 227803 397.539
7.51 1.03485e-05 252.16 227068 397.427
7.52 1.02793e-05 254.476 226326 397.324
7.53 1.02113e-05 256.803 225575 397.215
7.54 1.01445e-05 259.141 224816 397.106
7.55 1.0079e-05 261.491 224049 396.995
7.56 1.00146e-05 263.852 223274 396.883
7.57 9.95133e-06 266.226 222490 396.769
7.58 9.88922e-06 268.611 221698 396.653
7.59 9.82823e-06 271.008 220898 396.536
7.6 9.76833e-06 273.417 220088 396.417
7.61 9.70952e-06 275.839 219271 396.297
7.62 9.65176e-06 278.273 218445 396.175
7.63 9.59505e-06 280.72 217610 396.052
7.64 9.53937e-06 283.18 216766 395.926
7.65 9.4847e-06 285.652 215914 395.799
7.66 9.43103e-06 288.138 215052 395.677
7.67 9.37835e-06 290.638 214182 395.543
7.68 9.32663e-06 293.151 213303 395.413
7.69 9.27587e-06 295.679 212414 395.278
7.7 9.22605e-06 298.22 211516 395.142
7.71 9.17716e-06 300.777 210610 395.004
7.72 9.12919e-06 303.348 209693 394.865
7.73 9.08212e-06 305.934 208767 394.726
7.74 9.03593e-06 308.535 207832 394.581
7.75 8.99063e-06 311.153 206887 394.436
7.76 8.9462e-06 313.787 205932 394.289
7.77 8.90262e-06 316.437 204967 394.14
7.78 8.85988e-06 319.105 203991 393.988
7.79 8.81798e-06 321.79 203006 393.859
7.8 8.7769e-06 324.494 202010 393.69
7.81 8.73664e-06 327.216 201003 393.537
7.82 8.69718e-06 329.958 199986 393.373
7.83 8.65852e-06 332.719 198957 393.211
7.84 8.62064e-06 335.502 197917 393.043
7.85 8.58353e-06 338.306 196865 392.875
7.86 8.54719e-06 341.132 195802 392.703
7.87 8.51162e-06 343.982 194726 392.529
7.88 8.47679e-06 346.856 193637 392.352
7.89 8.4427e-06 349.757 192535 392.171
7.9 8.40935e-06 352.684 191420 391.988
7.91 8.37672e-06 355.639 190290 391.801
7.92 8.34481e-06 358.624 189146 391.611
7.93 8.31362e-06 361.641 187987 391.418
7.94 8.28313e-06 364.692 186812 391.221
7.95 8.25333e-06 367.779 185619 391.02
7.96 8.22423e-06 370.904 184409 390.84
7.97 8.19581e-06 374.07 183180 390.618
7.98 8.16807e-06 377.281 181932 390.41
7.99 8.141e-06 380.54 180661 390.187
8 8.11459e-06 383.851 179368 389.964
8.01 8.08885e-06 387.22 178049 389.733
8.02 8.06376e-06 390.652 176704 389.497
8.03 8.03932e-06 394.154 175328 389.253
8.04 8.01552e-06 397.735 173919 389.001
8.05 7.99236e-06 401.404 172474 388.754
8.06 7.96984e-06 405.174 170987 388.478
8.07 7.94794e-06 409.058 169452 388.201
8.08 7.92667e-06 413.077 167863 387.913
8.09 7.90601e-06 417.255 166209 387.608
8.1 7.88597e-06 421.623 164478 387.333
8.11 7.86654e-06 426.223 162655 386.961
8.12 7.84772e-06 431.121 160713 386.599
8.13 7.8295e-06 436.407 158616 386.233
8.14 7.81188e-06 442.226 156309 385.751
8.15 7.79486e-06 448.844 153685 385.251
8.16 7.77842e-06 456.796 150536 384.695
8.17 7.76258e-06 467.543 146288 383.789
8.18 7.74731e-06 489.783 137528 382.002
8.19 7.73264e-06 473.143 144008 383.921
8.2 7.71853e-06 518.328 126290 379.516
8.21 7.70501e-06 513.508 128125 379.994
8.22 7.69206e-06 508.283 130121 380.433
8.23 7.67968e-06 502.463 132353 380.961
8.24 7.66786e-06 495.647 134980 381.564
8.25 7.65661e-06 486.783 138411 382.374
8.26 7.64593e-06 470.568 144721 383.955
8.27 7.6358e-06 491.551 136498 381.739
8.28 7.62624e-06 481.931 140231 382.867
8.29 7.61723e-06 453.621 151269 385.696
8.3 7.60877e-06 458.566 149324 384.518
8.31 7.60087e-06 464.575 146959 383.98
8.32 7.59352e-06 472.912 143682 383.24
8.33 7.58673e-06 496.308 134516 381.297
8.34 7.58048e-06 491.537 136360 381.846
8.35 7.57477e-06 485.722 138614 382.298
8.36 7.56962e-06 476.94 142030 383.155
8.37 7.56501e-06 684.585 60928.4 360.735
8.38 7.56094e-06 684.267 61008.8 359.708
8.39 7.55742e-06 683.994 61078.4 359.549
8.4 7.55444e-06 683.762 61137.4 359.563
8.41 7.55201e-06 683.572 61185.7 359.586
8.42 7.55011e-06 683.424 61223.4 359.599
8.43 7.54876e-06 683.319 61250.3 359.609
8.44 7.54795e-06 683.255 61266.5 359.614
8.45 7.54768e-06 683.234 61271.8 359.615
8.46 7.5562e-06 683.9 61102 359.544
8.47 7.56473e-06 684.564 60933 359.473
8.48 7.57326e-06 685.225 60764.9 359.402
8.49 7.5818e-06 685.884 60597.6 359.331
8.5 7.59034e-06 686.541 60431.2 359.261
8.51 7.59889e-06 687.195 60265.6 359.19
8.52 7.60744e-06 687.847 60100.9 359.12
8.53 7.61599e-06 688.497 59937 359.05
8.54 7.62456e-06 689.145 59773.9 358.98
8.55 7.63312e-06 689.791 59611.6 358.911
8.56 7.64169e-06 690.434 59450.1 358.841
8.57 7.65027e-06 691.075 59289.4 358.772
8.58 7.65885e-06 691.715 59129.5 358.703
8.59 7.66743e-06 692.352 58970.4 358.634
8.6 7.67602e-06 692.987 58812.1 358.567
8.61 7.68462e-06 693.619 58654.5 358.496
8.62 7.69322e-06 694.25 58497.7 358.427
8.63 7.70182e-06 694.879 58341.7 358.359
8.64 7.71043e-06 695.506 58186.4 358.291
8.65 7.71905e-06 696.13 58031.9 358.223
8.66 7.72767e-06 696.753 57878 358.156
8.67 7.73629e-06 697.374 57725 358.088
8.68 7.74492e-06 697.993 57572.6 358.021
8.69 7.75355e-06 698.61 57421 357.954
8.7 7.76219e-06 699.225 57270.1 357.887
8.71 7.77083e-06 699.838 57119.8 357.82
8.72 7.77948e-06 700.449 56970.3 357.753
8.73 7.78813e-06 701.058 56821.5 357.687
8.74 7.79679e-06 701.665 56673.4 357.62
8.75 7.80545e-06 702.271 56525.9 357.554
8.76 7.81412e-06 702.875 56379.2 357.488
8.77 7.82279e-06 703.476 56233.1 357.422
8.78 7.83147e-06 704.076 56087.7 357.357
8.79 7.84015e-06 704.675 55942.9 357.291
8.8 7.84884e-06 705.271 55798.8 357.226
8.81 7.85753e-06 705.866 55655.3 357.161
8.82 7.86623e-06 706.459 55512.5 357.096
8.83 7.87493e-06 707.05 55370.4 357.031
8.84 7.88363e-06 707.64 55228.8 356.966
8.85 7.89234e-06 708.227 55087.9 356.901
8.86 7.90106e-06 708.813 54947.7 356.837
8.87 7.90978e-06 709.398 54808 356.773
8.88 7.9185e-06 709.981 54669 356.709
8.89 7.92723e-06 710.562 54530.6 356.645
8.9 7.93597e-06 711.141 54392.8 356.581
8.91 7.94471e-06 711.719 54255.6 356.517
8.92 7.95345e-06 712.295 54119 356.453
8.93 7.9622e-06 712.869 53983 356.39
8.94 7.97095e-06 713.442 53847.6 356.327
8.95 7.97971e-06 714.013 53712.7 356.264
8.96 7.98847e-06 714.583 53578.5 356.201
8.97 7.99724e-06 715.151 53444.8 356.138
8.98 8.00602e-06 715.718 53311.7 356.075
8.99 8.01479e-06 716.283 53179.2 356.012
9 8.02358e-06 716.846 53047.3 355.95
9.01 8.03236e-06 717.408 52915.9 355.888
9.02 8.04116e-06 717.969 52785 355.825
9.03 8.04995e-06 718.528 52654.7 355.763
9.04 8.05875e-06 719.085 52525 355.702
9.05 8.06756e-06 719.641 52395.8 355.64
9.06 8.07637e-06 720.195 52267.1 355.578
9.07 8.08519e-06 720.748 52139 355.517
9.08 8.09401e-06 721.3 52011.4 355.455
9.09 8.10284e-06 721.85 51884.4 355.394
9.1 8.11167e-06 722.398 51757.9 355.333
9.11 8.1205e-06 722.946 51631.9 355.272
9.12 8.12934e-06 723.491 51506.4 355.211
9.13 8.13819e-06 724.036 51381.4 355.15
9.14 8.14704e-06 724.579 51257 355.086
9.15 8.15589e-06 725.12 51133 355.028
9.16 8.16475e-06 725.66 51009.6 354.966
9.17 8.17362e-06 726.199 50886.6 354.907
9.18 8.18248e-06 726.736 50764.2 354.846
9.19 8.19136e-06 727.272 50642.3 354.786
9.2 8.20024e-06 727.807 50520.8 354.726
9.21 8.20912e-06 728.34 50399.8 354.667
9.22 8.21801e-06 728.872 50279.4 354.607
9.23 8.2269e-06 729.403 50159.4 354.547
9.24 8.2358e-06 729.932 50039.9 354.488
9.25 8.2447e-06 730.46 49920.8 354.429
9.26 8.25361e-06 730.987 49802.2 354.37
9.27 8.26252e-06 731.513 49684.1 354.311
9.28 8.27144e-06 732.037 49566.5 354.252
9.29 8.28036e-06 732.56 49449.3 354.193
9.3 8.28929e-06 733.081 49332.6 354.134
9.31 8.29822e-06 733.601 49216.4 354.076
9.32 8.30716e-06 734.12 49100.6 354.017
9.33 8.3161e-06 734.638 48985.3 353.959
9.34 8.32505e-06 735.155 48870.4 353.9
9.35 8.334e-06 735.67 48755.9 353.842
9.36 8.34295e-06 736.184 48641.9 353.784
9.37 8.35191e-06 736.697 48528.3 353.726
9.38 8.36088e-06 737.209 48415.2 353.669
9.39 8.36985e-06 737.719 48302.5 353.611
9.4 8.37882e-06 738.229 48190.3 353.553
9.41 8.3878e-06 738.737 48078.4 353.496
9.42 8.39679e-06 739.244 47967 353.438
9.43 8.40578e-06 739.749 47856.1 353.381
9.44 8.41477e-06 740.254 47745.5 353.324
9.45 8.42377e-06 740.757 47635.4 353.267
9.46 8.43277e-06 741.259 47525.7 353.21
9.47 8.44178e-06 741.76 47416.3 353.153
9.48 8.4508e-06 742.26 47307.5 353.096
9.49 8.45981e-06 742.759 47199 353.04
9.5 8.46884e-06 743.257 47090.9 352.983
9.51 8.47786e-06 743.753 46983.2 352.927
9.52 8.4869e-06 744.248 46875.9 352.871
9.53 8.49593e-06 744.743 46769.1 352.814
9.54 8.50498e-06 745.236 46662.6 352.758
9.55 8.51402e-06 745.728 46556.5 352.702
9.56 8.52308e-06 746.219 46450.8 352.646
9.57 8.53213e-06 746.709 46345.5 352.59
9.58 8.54119e-06 747.197 46240.6 352.535
9.59 8.55026e-06 747.685 46136.1 352.479
9.6 8.55933e-06 748.172 46032 352.424
9.61 8.56841e-06 748.657 45928.2 352.368
9.62 8.57749e-06 749.142 45824.8 352.313
9.63 8.58657e-06 749.625 45721.8 352.258
9.64 8.59566e-06 750.107 45619.2 352.202
9.65 8.60476e-06 750.589 45516.9 352.147
9.66 8.61386e-06 751.069 45415 352.093
9.67 8.62296e-06 751.548 45313.5 352.038
9.68 8.63207e-06 752.026 45212.4 351.983
9.69 8.64119e-06 752.504 45111.6 351.928
9.7 8.65031e-06 752.98 45011.2 351.874
9.71 8.65943e-06 753.455 44911.1 351.819
9.72 8.66856e-06 753.929 44811.4 351.765
9.73 8.67769e-06 754.402 44712 351.711
9.74 8.68683e-06 754.874 44613 351.656
9.75 8.69598e-06 755.345 44514.4 351.602
9.76 8.70512e-06 755.815 44416.1 351.548
9.77 8.71428e-06 756.285 44318.1 351.494
9.78 8.72343e-06 756.753 44220.5 351.441
9.79 8.7326e-06 757.22 44123.3 351.387
9.8 8.74176e-06 757.686 44026.4 351.333
9.81 8.75094e-06 758.151 43929.8 351.28
9.82 8.76011e-06 758.616 43833.5 351.226
9.83 8.76929e-06 759.079 43737.6 351.173
9.84 8.77848e-06 759.541 43642.1 351.119
9.85 8.78767e-06 760.003 43546.8 351.066
9.86 8.79687e-06 760.463 43451.9 351.013
9.87 8.80607e-06 760.923 43357.4 350.96
9.88 8.81528e-06 761.382 43263.1 350.907
9.89 8.82449e-06 761.839 43169.2 350.854
9.9 8.8337e-06 762.296 43075.6 350.802
9.91 8.84292e-06 762.752 42982.3 350.749
9.92 8.85215e-06 763.207 42889.4 350.696
9.93 8.86138e-06 763.661 42796.7 350.644
9.94 8.87061e-06 764.114 42704.4 350.591
9.95 8.87985e-06 764.566 42612.4 350.539
9.96 8.8891e-06 765.017 42520.7 350.487
9.97 8.89834e-06 765.468 42429.4 350.435
9.98 8.9076e-06 765.917 42338.3 350.382
9.99 8.91686e-06 766.366 42247.5 350.33
10 8.92612e-06 766.814 42157.1 350.279
10.01 8.93539e-06 767.261 42067 350.227
10.02 8.94466e-06 767.707 41977.1 350.175
10.03 8.95394e-06 768.152 41887.6 350.123
10.04 8.96322e-06 768.596 41798.3 350.072
10.05 8.97251e-06 769.039 41709.4 350.02
10.06 8.9818e-06 769.482 41620.8 349.969
10.07 8.9911e-06 769.924 41532.4 349.917
10.08 9.0004e-06 770.365 41444.4 349.866
10.09 9.00971e-06 770.805 41356.6 349.815
10.1 9.01902e-06 771.244 41269.2 349.764
10.11 9.02834e-06 771.682 41182 349.713
10.12 9.03766e-06 772.119 41095.1 349.662
10.13 9.04698e-06 772.556 41008.5 349.611
10.14 9.05631e-06 772.992 40922.2 349.56
10.15 9.06565e-06 773.427 40836.2 349.509
10.16 9.07499e-06 773.861 40750.5 349.459
10.17 9.08434e-06 774.294 40665 349.408
10.18 9.09369e-06 774.727 40579.8 349.358
10.19 9.10304e-06 775.159 40494.9 349.307
10.2 9.1124e-06 775.59 40410.3 349.257
10.21 9.12177e-06 776.02 40326 349.207
10.22 9.13113e-06 776.449 40241.9 349.156
10.23 9.14051e-06 776.878 40158.1 349.106
10.24 9.14989e-06 777.305 40074.6 349.056
10.25 9.15927e-06 777.732 39991.3 349.006
10.26 9.16866e-06 778.158 39908.4 348.956
10.27 9.17805e-06 778.584 39825.6 348.907
10.28 9.18745e-06 779.008 39743.2 348.857
10.29 9.19685e-06 779.432 39661 348.807
10.3 9.20626e-06 779.855 39579.1 348.758
10.31 9.21567e-06 780.277 39497.4 348.708
10.32 9.22509e-06 780.699 39416.1 348.659
10.33 9.23451e-06 781.12 39334.9 348.609
10.34 9.24394e-06 781.54 39254 348.56
10.35 9.25337e-06 781.959 39173.4 348.511
10.36 9.26281e-06 782.377 39093.1 348.461
10.37 9.27225e-06 782.795 39013 348.412
10.38 9.2817e-06 783.212 38933.1 348.363
10.39 9.29115e-06 783.628 38853.5 348.314
10.4 9.3006e-06 784.044 38774.2 348.266
10.41 9.31007e-06 784.458 38695.1 348.217
10.42 9.31953e-06 784.872 38616.3 348.168
10.43 9.329e-06 785.286 38537.7 348.119
10.44 9.33848e-06 785.698 38459.3 348.071
10.45 9.34796e-06 786.11 38381.2 348.022
10.46 9.35744e-06 786.521 38303.4 347.974
10.47 9.36693e-06 786.932 38225.7 347.925
10.48 9.37642e-06 787.341 38148.4 347.877
10.49 9.38592e-06 787.75 38071.2 347.829
10.5 9.39543e-06 788.158 37994.3 347.781
10.51 9.40494e-06 788.566 37917.7 347.732
10.52 9.41445e-06 788.973 37841.3 347.684
10.53 9.42397e-06 789.379 37765.1 347.636
10.54 9.43349e-06 789.784 37689.2 347.589
10.55 9.44302e-06 790.189 37613.5 347.541
10.56 9.45255e-06 790.593 37538 347.493
10.57 9.46209e-06 790.996 37462.8 347.445
10.58 9.47163e-06 791.399 37387.8 347.398
10.59 9.48118e-06 791.801 37313 347.35
10.6 9.49073e-06 792.202 37238.4 347.302
10.61 9.50029e-06 792.603 37164.1 347.255
10.62 9.50985e-06 793.002 37090 347.208
10.63 9.51942e-06 793.402 37016.2 347.16
10.64 9.52899e-06 793.8 36942.5 347.113
10.65 9.53856e-06 794.198 36869.1 347.066
10.66 9.54815e-06 794.595 36795.9 347.019
10.67 9.55773e-06 794.992 36723 346.972
10.68 9.56732e-06 795.388 36650.2 346.925
10.69 9.57692e-06 795.783 36577.7 346.878
10.7 9.58652e-06 796.177 36505.4 346.831
10.71 9.59612e-06 796.571 36433.3 346.784
10.72 9.60573e-06 796.965 36361.4 346.737
10.73 9.61535e-06 797.357 36289.8 346.691
10.74 9.62497e-06 797.749 36218.3 346.644
10.75 9.63459e-06 798.14 36147.1 346.597
10.76 9.64422e-06 798.531 36076.1 346.551
10.77 9.65385e-06 798.921 36005.3 346.505
10.78 9.66349e-06 799.31 35934.7 346.458
10.79 9.67313e-06 799.699 35864.3 346.412
10.8 9.68278e-06 800.087 35794.2 346.366
