x:5.09, V:30.6601, Pressure:269999, iteration:1, T:403.151, f_new:3.3566, dfdT:2236.5
x:5.44, V:31.3777, Pressure:269965, iteration:3, T:403.139, f_new:1.2006, dfdT:2236.55
x:5.44, V:31.3777, Pressure:269965, iteration:4, T:403.139, f_new:2.31887, dfdT:2236.54
x:5.44, V:31.3777, Pressure:269965, iteration:5, T:403.138, f_new:0.0823273, dfdT:2236.55
x:5.45, V:31.4134, Pressure:269964, iteration:1, T:403.139, f_new:3.61849, dfdT:2236.54
x:5.45, V:31.4134, Pressure:269964, iteration:2, T:403.137, f_new:-0.854605, dfdT:2236.56
x:5.47, V:31.4877, Pressure:269960, iteration:1, T:403.138, f_new:4.08781, dfdT:2236.54
x:5.47, V:31.4877, Pressure:269960, iteration:2, T:403.136, f_new:-0.385288, dfdT:2236.56
x:5.48, V:31.5262, Pressure:269958, iteration:1, T:403.137, f_new:3.25846, dfdT:2236.55
x:5.48, V:31.5262, Pressure:269958, iteration:2, T:403.135, f_new:-1.21466, dfdT:2236.57
x:5.48, V:31.5262, Pressure:269958, iteration:3, T:403.136, f_new:1.0219, dfdT:2236.56
x:5.48, V:31.5262, Pressure:269958, iteration:4, T:403.137, f_new:2.14018, dfdT:2236.55
x:5.48, V:31.5262, Pressure:269958, iteration:5, T:403.136, f_new:-0.0963751, dfdT:2236.56
x:5.49, V:31.5657, Pressure:269957, iteration:1, T:403.137, f_new:3.58419, dfdT:2236.55
x:5.49, V:31.5657, Pressure:269957, iteration:2, T:403.135, f_new:-0.888921, dfdT:2236.57
x:5.51, V:31.6476, Pressure:269953, iteration:1, T:403.136, f_new:4.34821, dfdT:2236.55
x:5.51, V:31.6476, Pressure:269953, iteration:2, T:403.134, f_new:-0.124912, dfdT:2236.57
x:5.52, V:31.6901, Pressure:269951, iteration:1, T:403.135, f_new:3.66928, dfdT:2236.55
x:5.52, V:31.6901, Pressure:269951, iteration:2, T:403.133, f_new:-0.803847, dfdT:2236.57
x:5.54, V:31.778, Pressure:269946, iteration:1, T:403.134, f_new:4.66551, dfdT:2236.56
x:5.54, V:31.778, Pressure:269946, iteration:2, T:403.132, f_new:0.19238, dfdT:2236.57
x:5.55, V:31.8234, Pressure:269944, iteration:1, T:403.133, f_new:4.1053, dfdT:2236.56
x:5.55, V:31.8234, Pressure:269944, iteration:2, T:403.131, f_new:-0.36784, dfdT:2236.58
x:5.56, V:31.87, Pressure:269942, iteration:1, T:403.132, f_new:3.58589, dfdT:2236.57
x:5.56, V:31.87, Pressure:269942, iteration:2, T:403.13, f_new:-0.887263, dfdT:2236.58
x:5.58, V:31.9662, Pressure:269937, iteration:1, T:403.131, f_new:4.90863, dfdT:2236.57
x:5.58, V:31.9662, Pressure:269937, iteration:2, T:403.129, f_new:0.435486, dfdT:2236.58
x:5.59, V:32.0159, Pressure:269935, iteration:1, T:403.13, f_new:4.5156, dfdT:2236.57
x:5.59, V:32.0159, Pressure:269935, iteration:2, T:403.128, f_new:0.0424381, dfdT:2236.59
x:5.6, V:32.0667, Pressure:269933, iteration:1, T:403.129, f_new:4.16608, dfdT:2236.57
x:5.6, V:32.0667, Pressure:269933, iteration:2, T:403.127, f_new:-0.307082, dfdT:2236.59
x:5.61, V:32.1186, Pressure:269930, iteration:1, T:403.128, f_new:3.86084, dfdT:2236.58
x:5.61, V:32.1186, Pressure:269930, iteration:2, T:403.126, f_new:-0.612334, dfdT:2236.6
x:5.62, V:32.1717, Pressure:269928, iteration:1, T:403.127, f_new:3.60063, dfdT:2236.58
x:5.62, V:32.1717, Pressure:269928, iteration:2, T:403.125, f_new:-0.872549, dfdT:2236.6
x:5.63, V:32.2259, Pressure:269925, iteration:1, T:403.126, f_new:3.38626, dfdT:2236.59
x:5.63, V:32.2259, Pressure:269925, iteration:2, T:403.124, f_new:-1.08693, dfdT:2236.6
x:5.63, V:32.2259, Pressure:269925, iteration:3, T:403.125, f_new:1.14967, dfdT:2236.6
x:5.63, V:32.2259, Pressure:269925, iteration:4, T:403.125, f_new:2.26796, dfdT:2236.59
x:5.63, V:32.2259, Pressure:269925, iteration:5, T:403.124, f_new:0.0313684, dfdT:2236.6
x:5.64, V:32.2812, Pressure:269922, iteration:1, T:403.125, f_new:4.33683, dfdT:2236.59
x:5.64, V:32.2812, Pressure:269922, iteration:2, T:403.123, f_new:-0.136362, dfdT:2236.6
x:5.65, V:32.3378, Pressure:269920, iteration:1, T:403.124, f_new:4.21661, dfdT:2236.59
x:5.65, V:32.3378, Pressure:269920, iteration:2, T:403.122, f_new:-0.256591, dfdT:2236.61
x:5.66, V:32.3955, Pressure:269917, iteration:1, T:403.123, f_new:4.14477, dfdT:2236.59
x:5.66, V:32.3955, Pressure:269917, iteration:2, T:403.121, f_new:-0.328438, dfdT:2236.61
x:5.67, V:32.4544, Pressure:269914, iteration:1, T:403.122, f_new:4.12222, dfdT:2236.6
x:5.67, V:32.4544, Pressure:269914, iteration:2, T:403.12, f_new:-0.350995, dfdT:2236.61
x:5.68, V:32.5145, Pressure:269911, iteration:1, T:403.121, f_new:4.1499, dfdT:2236.6
x:5.68, V:32.5145, Pressure:269911, iteration:2, T:403.119, f_new:-0.323318, dfdT:2236.62
x:5.69, V:32.5759, Pressure:269908, iteration:1, T:403.12, f_new:4.22879, dfdT:2236.6
x:5.69, V:32.5759, Pressure:269908, iteration:2, T:403.118, f_new:-0.244432, dfdT:2236.62
x:5.7, V:32.6386, Pressure:269905, iteration:1, T:403.119, f_new:4.3599, dfdT:2236.61
x:5.7, V:32.6386, Pressure:269905, iteration:2, T:403.117, f_new:-0.113329, dfdT:2236.62
x:5.71, V:32.7025, Pressure:269902, iteration:1, T:403.118, f_new:4.54427, dfdT:2236.61
x:5.71, V:32.7025, Pressure:269902, iteration:2, T:403.116, f_new:0.0710373, dfdT:2236.63
x:5.72, V:32.7678, Pressure:269899, iteration:1, T:403.117, f_new:4.78299, dfdT:2236.61
x:5.72, V:32.7678, Pressure:269899, iteration:2, T:403.115, f_new:0.30975, dfdT:2236.63
x:5.73, V:32.8343, Pressure:269895, iteration:1, T:403.116, f_new:5.07718, dfdT:2236.61
x:5.73, V:32.8343, Pressure:269895, iteration:2, T:403.114, f_new:0.60393, dfdT:2236.63
x:5.74, V:32.9023, Pressure:269892, iteration:1, T:403.115, f_new:5.42799, dfdT:2236.62
x:5.74, V:32.9023, Pressure:269892, iteration:2, T:403.113, f_new:0.954739, dfdT:2236.64
x:5.75, V:32.9716, Pressure:269889, iteration:1, T:403.114, f_new:5.83664, dfdT:2236.62
x:5.75, V:32.9716, Pressure:269889, iteration:2, T:403.112, f_new:1.36338, dfdT:2236.64
x:5.75, V:32.9716, Pressure:269889, iteration:3, T:403.116, f_new:10.3099, dfdT:2236.6
x:5.75, V:32.9716, Pressure:269889, iteration:4, T:403.108, f_new:-7.58324, dfdT:2236.67
x:5.75, V:32.9716, Pressure:269889, iteration:5, T:403.112, f_new:1.36338, dfdT:2236.64
x:5.75, V:32.9716, Pressure:269889, iteration:6, T:403.114, f_new:5.83664, dfdT:2236.62
x:5.75, V:32.9716, Pressure:269889, iteration:7, T:403.11, f_new:-3.10991, dfdT:2236.66
x:5.75, V:32.9716, Pressure:269889, iteration:8, T:403.112, f_new:1.36338, dfdT:2236.64
x:5.75, V:32.9716, Pressure:269889, iteration:9, T:403.113, f_new:3.60002, dfdT:2236.63
x:5.75, V:32.9716, Pressure:269889, iteration:10, T:403.111, f_new:-0.87326, dfdT:2236.65
x:5.76, V:33.0423, Pressure:269885, iteration:1, T:403.112, f_new:4.06775, dfdT:2236.63
x:5.76, V:33.0423, Pressure:269885, iteration:2, T:403.11, f_new:-0.405535, dfdT:2236.65
x:5.77, V:33.1144, Pressure:269882, iteration:1, T:403.111, f_new:4.59585, dfdT:2236.63
x:5.77, V:33.1144, Pressure:269882, iteration:2, T:403.109, f_new:0.122567, dfdT:2236.65
x:5.78, V:33.1879, Pressure:269878, iteration:1, T:403.11, f_new:5.18568, dfdT:2236.63
x:5.78, V:33.1879, Pressure:269878, iteration:2, T:403.108, f_new:0.712389, dfdT:2236.65
x:5.79, V:33.263, Pressure:269874, iteration:1, T:403.109, f_new:5.83861, dfdT:2236.64
x:5.79, V:33.263, Pressure:269874, iteration:2, T:403.107, f_new:1.36532, dfdT:2236.66
x:5.79, V:33.263, Pressure:269874, iteration:3, T:403.111, f_new:10.3119, dfdT:2236.62
x:5.79, V:33.263, Pressure:269874, iteration:4, T:403.103, f_new:-7.58137, dfdT:2236.69
x:5.79, V:33.263, Pressure:269874, iteration:5, T:403.107, f_new:1.36532, dfdT:2236.66
x:5.79, V:33.263, Pressure:269874, iteration:6, T:403.109, f_new:5.83861, dfdT:2236.64
x:5.79, V:33.263, Pressure:269874, iteration:7, T:403.105, f_new:-3.10801, dfdT:2236.67
x:5.79, V:33.263, Pressure:269874, iteration:8, T:403.107, f_new:1.36532, dfdT:2236.66
x:5.79, V:33.263, Pressure:269874, iteration:9, T:403.108, f_new:3.60197, dfdT:2236.65
x:5.79, V:33.263, Pressure:269874, iteration:10, T:403.106, f_new:-0.871338, dfdT:2236.66
x:5.8, V:33.3395, Pressure:269871, iteration:1, T:403.107, f_new:4.31947, dfdT:2236.65
x:5.8, V:33.3395, Pressure:269871, iteration:2, T:403.105, f_new:-0.153848, dfdT:2236.67
x:5.81, V:33.4176, Pressure:269867, iteration:1, T:403.106, f_new:5.10301, dfdT:2236.65
x:5.81, V:33.4176, Pressure:269867, iteration:2, T:403.104, f_new:0.629699, dfdT:2236.67
